,COV.x.y,cpid,pid.x,COV.x.x,COV.y.y,id.x,pid.y,id.y,indiv,obs_id,date,long,lat
167,246.9275235,"149.053,14",14,546.049824,781.203892,149.053,14,149.053,149.053,14,2018-07-12 9:38,-53.98386924,48.34922462
168,169.7051839,"149.053,15",15,514.8420096,1712.46576,149.053,15,149.053,149.053,15,2018-07-14 15:24,-53.98454738,48.35066742
169,-89.43870419,"149.053,16",16,390.0583886,1673.931855,149.053,16,149.053,149.053,16,2018-07-15 9:38,-53.98426458,48.35073113
170,-5.886909212,"149.053,17",17,204.1618095,484.0769401,149.053,17,149.053,149.053,17,2018-07-21 15:15,-53.98442349,48.35082502
171,-69.59561729,"149.053,18",18,274.917702,1037.637017,149.053,18,149.053,149.053,18,2018-07-22 11:25,-53.98404187,48.35129342
172,-945.5756617,"149.053,19",19,3329.571353,1140.016569,149.053,19,149.053,149.053,19,2018-07-23 14:18,-53.98299967,48.34982754
173,-374.9528531,"149.053,20",20,553.7731799,1371.177668,149.053,20,149.053,149.053,20,2018-07-24 17:27,-53.98377388,48.35101023
174,-23.23878209,"149.053,21",21,335.1662894,1106.984332,149.053,21,149.053,149.053,21,2018-07-26 19:50,-53.98429062,48.35105087
175,124.3535009,"149.053,22",22,1037.985121,1629.226467,149.053,22,149.053,149.053,22,2018-07-27 14:05,-53.98570565,48.35034164
176,-128.8714637,"149.053,23",23,636.9012275,1456.043669,149.053,23,149.053,149.053,23,2018-07-28 8:52,-53.98421196,48.35063101
177,-8508.245934,"149.053,24",24,9556.677519,10143.24687,149.053,24,149.053,149.053,24,2018-07-29 18:48,-53.98445825,48.35105718
178,173.9262554,"149.053,25",25,508.4175969,1182.596964,149.053,25,149.053,149.053,25,2018-07-30 8:55,-53.98426057,48.35102579
179,61.19516902,"149.053,26",26,116.1919107,400.3924124,149.053,26,149.053,149.053,26,2018-08-01 16:13,-53.98396931,48.35041395
180,442.9458274,"149.053,27",27,533.5701389,1196.737991,149.053,27,149.053,149.053,27,2018-08-02 18:02,-53.98432872,48.34962435
181,-3461.351619,"149.053,28",28,2554.618308,12304.41698,149.053,28,149.053,149.053,28,2018-08-03 9:15,-53.98379936,48.35221743
182,0.038050895,"149.093,1",1,101.7336482,155.837169,149.093,1,149.093,149.093,1,2018-06-18 17:21,-53.98650253,48.35367186
183,47.49347829,"149.093,2",2,219.3258202,1761.550335,149.093,2,149.093,149.093,2,2018-06-21 7:53,-53.98701482,48.3547606
184,285.9537394,"149.093,3",3,349.9608133,1560.290535,149.093,3,149.093,149.093,3,2018-06-23 8:06,-53.98676181,48.35476822
185,-111.1410551,"149.093,4",4,818.8823175,1465.605574,149.093,4,149.093,149.093,4,2018-06-30 11:00,-53.98533036,48.35504568
186,-2409.162077,"149.093,5",5,3159.875588,2882.610743,149.093,5,149.093,149.093,5,2018-07-01 12:10,-53.98529397,48.35519669
187,-146.526172,"149.093,6",6,389.6672426,333.6574063,149.093,6,149.093,149.093,6,2018-07-02 12:07,-53.98612197,48.3530397
188,-368.2110694,"149.093,7",7,1063.344416,284.979276,149.093,7,149.093,149.093,7,2018-07-04 8:44,-53.98662384,48.35488785
189,66.71161992,"149.093,8",8,1142.208472,6416.598161,149.093,8,149.093,149.093,8,2018-07-05 11:17,-53.98608343,48.35815963
190,-3302.774974,"149.093,9",9,2826.537112,11761.49463,149.093,9,149.093,149.093,9,2018-07-07 16:43,-53.98707349,48.35835734
191,399.0408227,"149.093,10",10,806.9232865,7087.894775,149.093,10,149.093,149.093,10,2018-07-08 18:11,-53.98601445,48.35695805
192,-12.93760596,"149.093,11",11,361.6400182,1815.478579,149.093,11,149.093,149.093,11,2018-07-09 17:57,-53.98703041,48.35587644
193,-105.2075177,"149.093,12",12,236.9226418,1432.557837,149.093,12,149.093,149.093,12,2018-07-11 15:48,-53.98749254,48.35506759
194,93.60353743,"149.093,13",13,140.1790816,402.1504468,149.093,13,149.093,149.093,13,2018-07-12 9:46,-53.98442237,48.35326508
